filepaths,labels,data set
Database\val\kite\kite-1574.jpg,kite,valid
Database\val\kite\kite-1575.jpg,kite,valid
Database\val\kite\kite-1576.jpg,kite,valid
Database\val\kite\kite-1577.jpg,kite,valid
Database\val\kite\kite-1578.jpg,kite,valid
Database\val\kite\kite-1579.jpg,kite,valid
Database\val\kite\kite-1580.jpg,kite,valid
Database\val\kite\kite-1581.jpg,kite,valid
Database\val\kite\kite-1582.jpg,kite,valid
Database\val\kite\kite-1583.jpg,kite,valid
Database\val\kite\kite-1584.jpg,kite,valid
Database\val\kite\kite-1585.jpg,kite,valid
Database\val\kite\kite-1586.jpg,kite,valid
Database\val\kite\kite-1587.jpg,kite,valid
Database\val\kite\kite-1588.jpg,kite,valid
Database\val\kite\kite-1589.jpg,kite,valid
Database\val\kite\kite-1590.jpg,kite,valid
Database\val\kite\kite-1591.jpg,kite,valid
Database\val\kite\kite-1592.jpg,kite,valid
Database\val\kite\kite-1593.jpg,kite,valid
Database\val\kite\kite-1594.jpg,kite,valid
Database\val\kite\kite-1595.jpg,kite,valid
Database\val\kite\kite-1596.jpg,kite,valid
Database\val\kite\kite-1597.jpg,kite,valid
Database\val\kite\kite-1598.jpg,kite,valid
Database\val\kite\kite-1599.jpg,kite,valid
Database\val\kite\kite-1600.jpg,kite,valid
Database\val\kite\kite-1601.jpg,kite,valid
Database\val\kite\kite-1602.jpg,kite,valid
Database\val\kite\kite-1603.jpg,kite,valid
Database\val\kite\kite-1604.jpg,kite,valid
Database\val\kite\kite-1605.jpg,kite,valid
Database\val\kite\kite-1606.jpg,kite,valid
Database\val\kite\kite-1607.jpg,kite,valid
Database\val\kite\kite-1608.jpg,kite,valid
Database\val\kite\kite-1609.jpg,kite,valid
Database\val\kite\kite-1610.jpg,kite,valid
Database\val\kite\kite-1611.jpg,kite,valid
Database\val\kite\kite-1612.jpg,kite,valid
Database\val\kite\kite-1613.jpg,kite,valid
Database\val\kite\kite-1614.jpg,kite,valid
Database\val\kite\kite-1615.jpg,kite,valid
Database\val\kite\kite-1616.jpg,kite,valid
Database\val\kite\kite-1617.jpg,kite,valid
Database\val\kite\kite-1618.jpg,kite,valid
Database\val\kite\kite-1619.jpg,kite,valid
Database\val\kite\kite-1620.jpg,kite,valid
Database\val\kite\kite-1621.jpg,kite,valid
Database\val\kite\kite-1622.jpg,kite,valid
Database\val\kite\kite-1623.jpg,kite,valid
Database\val\kite\kite-1624.jpg,kite,valid
Database\val\kite\kite-1625.jpg,kite,valid
Database\val\kite\kite-1626.jpg,kite,valid
Database\val\kite\kite-1627.jpg,kite,valid
Database\val\kite\kite-1628.jpg,kite,valid
Database\val\kite\kite-1629.jpg,kite,valid
Database\val\kite\kite-1630.jpg,kite,valid
Database\val\kite\kite-1631.jpg,kite,valid
Database\val\kite\kite-1632.jpg,kite,valid
Database\val\kite\kite-1633.jpg,kite,valid
Database\val\kite\kite-1634.jpg,kite,valid
Database\val\kite\kite-1635.jpg,kite,valid
Database\val\kite\kite-1636.jpg,kite,valid
Database\val\kite\kite-1637.jpg,kite,valid
Database\val\kite\kite-1638.jpg,kite,valid
Database\val\kite\kite-1639.jpg,kite,valid
Database\val\kite\kite-1640.jpg,kite,valid
Database\val\kite\kite-1641.jpg,kite,valid
Database\val\kite\kite-1642.jpg,kite,valid
Database\val\kite\kite-1643.jpg,kite,valid
Database\val\kite\kite-1644.jpg,kite,valid
Database\val\kite\kite-1645.jpg,kite,valid
Database\val\kite\kite-1646.jpg,kite,valid
Database\val\kite\kite-1647.jpg,kite,valid
Database\val\kite\kite-1648.jpg,kite,valid
Database\val\kite\kite-1649.jpg,kite,valid
Database\val\kite\kite-1650.jpg,kite,valid
Database\val\kite\kite-1651.jpg,kite,valid
Database\val\kite\kite-1652.jpg,kite,valid
Database\val\kite\kite-1653.jpg,kite,valid
Database\val\kite\kite-1654.jpg,kite,valid
Database\val\kite\kite-1655.jpg,kite,valid
Database\val\kite\kite-1656.jpg,kite,valid
Database\val\kite\kite-1657.jpg,kite,valid
Database\val\kite\kite-1658.jpg,kite,valid
Database\val\kite\kite-1659.jpg,kite,valid
Database\val\kite\kite-1660.jpg,kite,valid
Database\val\kite\kite-1661.jpg,kite,valid
Database\val\kite\kite-1662.jpg,kite,valid
Database\val\kite\kite-1663.jpg,kite,valid
Database\val\kite\kite-1664.jpg,kite,valid
Database\val\kite\kite-1665.jpg,kite,valid
Database\val\kite\kite-1666.jpg,kite,valid
Database\val\kite\kite-1667.jpg,kite,valid
Database\val\kite\kite-1668.jpg,kite,valid
Database\val\kite\kite-1669.jpg,kite,valid
Database\val\kite\kite-1670.jpg,kite,valid
Database\val\kite\kite-1671.jpg,kite,valid
Database\val\kite\kite-1672.jpg,kite,valid
Database\val\kite\kite-1673.jpg,kite,valid
Database\val\kite\kite-1674.jpg,kite,valid
Database\val\kite\kite-1675.jpg,kite,valid
Database\val\kite\kite-1676.jpg,kite,valid
Database\val\kite\kite-1677.jpg,kite,valid
Database\val\kite\kite-1678.jpg,kite,valid
Database\val\kite\kite-1679.jpg,kite,valid
Database\val\kite\kite-1680.jpg,kite,valid
Database\val\kite\kite-1681.jpg,kite,valid
Database\val\kite\kite-1682.jpg,kite,valid
Database\val\kite\kite-1683.jpg,kite,valid
Database\val\kite\kite-1684.jpg,kite,valid
Database\val\kite\kite-1685.jpg,kite,valid
Database\val\kite\kite-1686.jpg,kite,valid
Database\val\kite\kite-1687.jpg,kite,valid
Database\val\kite\kite-1688.jpg,kite,valid
Database\val\kite\kite-1689.jpg,kite,valid
Database\val\kite\kite-1690.jpg,kite,valid
Database\val\kite\kite-1691.jpg,kite,valid
Database\val\kite\kite-1692.jpg,kite,valid
Database\val\kite\kite-1693.jpg,kite,valid
Database\val\kite\kite-1694.jpg,kite,valid
Database\val\kite\kite-1695.jpg,kite,valid
Database\val\kite\kite-1696.jpg,kite,valid
Database\val\kite\kite-1697.jpg,kite,valid
Database\val\kite\kite-1698.jpg,kite,valid
Database\val\kite\kite-1699.jpg,kite,valid
Database\val\kite\kite-1700.jpg,kite,valid
Database\val\kite\kite-1701.jpg,kite,valid
Database\val\kite\kite-1702.jpg,kite,valid
Database\val\kite\kite-1703.jpg,kite,valid
Database\val\kite\kite-1704.jpg,kite,valid
Database\val\kite\kite-1705.jpg,kite,valid
Database\val\kite\kite-1706.jpg,kite,valid
Database\val\kite\kite-1707.jpg,kite,valid
Database\val\kite\kite-1708.jpg,kite,valid
Database\val\kite\kite-1709.jpg,kite,valid
Database\val\kite\kite-1710.jpg,kite,valid
Database\val\kite\kite-1711.jpg,kite,valid
Database\val\kite\kite-1712.jpg,kite,valid
Database\val\kite\kite-1713.jpg,kite,valid
Database\val\kite\kite-1714.jpg,kite,valid
Database\val\kite\kite-1715.jpg,kite,valid
Database\val\kite\kite-1716.jpg,kite,valid
Database\val\kite\kite-1717.jpg,kite,valid
Database\val\kite\kite-1718.jpg,kite,valid
Database\val\kite\kite-1719.jpg,kite,valid
Database\val\kite\kite-1720.jpg,kite,valid
Database\val\kite\kite-1721.jpg,kite,valid
Database\val\kite\kite-1722.jpg,kite,valid
Database\val\kite\kite-1723.jpg,kite,valid
Database\val\kite\kite-1724.jpg,kite,valid
Database\val\kite\kite-1725.jpg,kite,valid
Database\val\kite\kite-1726.jpg,kite,valid
Database\val\kite\kite-1727.jpg,kite,valid
Database\val\kite\kite-1728.jpg,kite,valid
Database\val\kite\kite-1729.jpg,kite,valid
Database\val\kite\kite-1730.jpg,kite,valid
Database\val\kite\kite-1731.jpg,kite,valid
Database\val\kite\kite-1732.jpg,kite,valid
Database\val\kite\kite-1733.jpg,kite,valid
Database\val\kite\kite-1734.jpg,kite,valid
Database\val\kite\kite-1735.jpg,kite,valid
Database\val\kite\kite-1736.jpg,kite,valid
Database\val\kite\kite-1737.jpg,kite,valid
Database\val\kite\kite-1738.jpg,kite,valid
Database\val\kite\kite-1739.jpg,kite,valid
Database\val\kite\kite-1740.jpg,kite,valid
Database\val\kite\kite-1741.jpg,kite,valid
Database\val\kite\kite-1742.jpg,kite,valid
Database\val\kite\kite-1743.jpg,kite,valid
Database\val\kite\kite-1744.jpg,kite,valid
Database\val\kite\kite-1745.jpg,kite,valid
Database\val\kite\kite-1746.jpg,kite,valid
Database\val\kite\kite-1747.jpg,kite,valid
Database\val\kite\kite-1748.jpg,kite,valid
Database\val\kite\kite-1749.jpg,kite,valid
Database\val\kite\kite-1750.jpg,kite,valid
Database\val\kite\kite-1751.jpg,kite,valid
Database\val\kite\kite-1752.jpg,kite,valid
Database\val\kite\kite-1753.jpg,kite,valid
Database\val\kite\kite-1754.jpg,kite,valid
Database\val\kite\kite-1755.jpg,kite,valid
Database\val\kite\kite-1756.jpg,kite,valid
Database\val\kite\kite-1757.jpg,kite,valid
Database\val\kite\kite-1758.jpg,kite,valid
Database\val\kite\kite-1759.jpg,kite,valid
Database\val\kite\kite-1760.jpg,kite,valid
Database\val\kite\kite-1761.jpg,kite,valid
Database\val\kite\kite-1762.jpg,kite,valid
Database\val\kite\kite-1763.jpg,kite,valid
Database\val\kite\kite-1764.jpg,kite,valid
Database\val\kite\kite-1765.jpg,kite,valid
Database\val\kite\kite-1766.jpg,kite,valid
Database\val\kite\kite-1767.jpg,kite,valid
Database\val\kite\kite-1768.jpg,kite,valid
Database\val\kite\kite-1769.jpg,kite,valid
Database\val\kite\kite-1770.jpg,kite,valid
Database\val\kite\kite-1771.jpg,kite,valid
Database\val\kite\kite-1772.jpg,kite,valid
Database\val\kite\kite-1773.jpg,kite,valid
Database\val\kite\kite-1774.jpg,kite,valid
Database\val\kite\kite-1775.jpg,kite,valid
Database\val\kite\kite-1776.jpg,kite,valid
Database\val\kite\kite-1777.jpg,kite,valid
Database\val\kite\kite-1778.jpg,kite,valid
Database\val\kite\kite-1779.jpg,kite,valid
Database\val\kite\kite-1780.jpg,kite,valid
Database\val\kite\kite-1781.jpg,kite,valid
Database\val\kite\kite-1782.jpg,kite,valid
Database\val\kite\kite-1783.jpg,kite,valid
Database\val\kite\kite-1784.jpg,kite,valid
Database\val\kite\kite-1785.jpg,kite,valid
Database\val\kite\kite-1786.jpg,kite,valid
Database\val\kite\kite-1787.jpg,kite,valid
Database\val\kite\kite-1788.jpg,kite,valid
Database\val\kite\kite-1789.jpg,kite,valid
Database\val\kite\kite-1790.jpg,kite,valid
Database\val\kite\kite-1791.jpg,kite,valid
Database\val\kite\kite-1792.jpg,kite,valid
Database\val\kite\kite-1793.jpg,kite,valid
Database\val\kite\kite-1794.jpg,kite,valid
Database\val\kite\kite-1795.jpg,kite,valid
Database\val\kite\kite-1796.jpg,kite,valid
Database\val\kite\kite-1797.jpg,kite,valid
Database\val\kite\kite-1798.jpg,kite,valid
Database\val\kite\kite-1799.jpg,kite,valid
Database\val\kite\kite-1800.jpg,kite,valid
Database\val\kite\kite-1801.jpg,kite,valid
Database\val\kite\kite-1802.jpg,kite,valid
Database\val\kite\kite-1803.jpg,kite,valid
Database\val\kite\kite-1804.jpg,kite,valid
Database\val\kite\kite-1805.jpg,kite,valid
Database\val\kite\kite-1806.jpg,kite,valid
Database\val\kite\kite-1807.jpg,kite,valid
Database\val\kite\kite-1808.jpg,kite,valid
Database\val\kite\kite-1809.jpg,kite,valid
Database\val\kite\kite-1810.jpg,kite,valid
Database\val\kite\kite-1811.jpg,kite,valid
Database\val\kite\kite-1812.jpg,kite,valid
Database\val\kite\kite-1813.jpg,kite,valid
Database\val\kite\kite-1814.jpg,kite,valid
Database\val\kite\kite-1815.jpg,kite,valid
Database\val\kite\kite-1816.jpg,kite,valid
Database\val\kite\kite-1817.jpg,kite,valid
Database\val\kite\kite-1818.jpg,kite,valid
Database\val\kite\kite-1819.jpg,kite,valid
Database\val\kite\kite-1820.jpg,kite,valid
Database\val\kite\kite-1821.jpg,kite,valid
Database\val\kite\kite-1822.jpg,kite,valid
Database\val\kite\kite-1823.jpg,kite,valid
Database\val\kite\kite-1824.jpg,kite,valid
Database\val\kite\kite-1825.jpg,kite,valid
Database\val\kite\kite-1826.jpg,kite,valid
Database\val\kite\kite-1827.jpg,kite,valid
Database\val\kite\kite-1828.jpg,kite,valid
Database\val\kite\kite-1829.jpg,kite,valid
Database\val\kite\kite-1830.jpg,kite,valid
Database\val\kite\kite-1831.jpg,kite,valid
Database\val\kite\kite-1832.jpg,kite,valid
Database\val\kite\kite-1833.jpg,kite,valid
Database\val\kite\kite-1834.jpg,kite,valid
Database\val\kite\kite-1835.jpg,kite,valid
Database\val\kite\kite-1836.jpg,kite,valid
Database\val\kite\kite-1837.jpg,kite,valid
Database\val\kite\kite-1838.jpg,kite,valid
Database\val\kite\kite-1839.jpg,kite,valid
Database\val\kite\kite-1840.jpg,kite,valid
Database\val\kite\kite-1841.jpg,kite,valid
Database\val\kite\kite-1842.jpg,kite,valid
Database\val\kite\kite-1843.jpg,kite,valid
Database\val\kite\kite-1844.jpg,kite,valid
Database\val\kite\kite-1845.jpg,kite,valid
Database\val\kite\kite-1846.jpg,kite,valid
Database\val\kite\kite-1847.jpg,kite,valid
Database\val\kite\kite-1848.jpg,kite,valid
Database\val\kite\kite-1849.jpg,kite,valid
Database\val\kite\kite-1850.jpg,kite,valid
Database\val\kite\kite-1851.jpg,kite,valid
Database\val\kite\kite-1852.jpg,kite,valid
Database\val\kite\kite-1853.jpg,kite,valid
Database\val\kite\kite-1854.jpg,kite,valid
Database\val\kite\kite-1855.jpg,kite,valid
Database\val\kite\kite-1856.jpg,kite,valid
Database\val\kite\kite-1857.jpg,kite,valid
Database\val\kite\kite-1858.jpg,kite,valid
Database\val\kite\kite-1859.jpg,kite,valid
Database\val\kite\kite-1860.jpg,kite,valid
Database\val\kite\kite-1861.jpg,kite,valid
Database\val\kite\kite-1862.jpg,kite,valid
Database\val\kite\kite-1863.jpg,kite,valid
Database\val\kite\kite-1864.jpg,kite,valid
Database\val\kite\kite-1865.jpg,kite,valid
Database\val\kite\kite-1866.jpg,kite,valid
Database\val\kite\kite-1867.jpg,kite,valid
Database\val\kite\kite-1868.jpg,kite,valid
Database\val\kite\kite-1869.jpg,kite,valid
Database\val\kite\kite-1870.jpg,kite,valid
Database\val\kite\kite-1871.jpg,kite,valid
Database\val\kite\kite-1872.jpg,kite,valid
Database\val\kite\kite-1873.jpg,kite,valid
Database\val\kite\kite-1874.jpg,kite,valid
Database\val\kite\kite-1875.jpg,kite,valid
Database\val\kite\kite-1876.jpg,kite,valid
Database\val\kite\kite-1877.jpg,kite,valid
Database\val\kite\kite-1878.jpg,kite,valid
Database\val\kite\kite-1879.jpg,kite,valid
Database\val\kite\kite-1880.jpg,kite,valid
Database\val\kite\kite-1881.jpg,kite,valid
Database\val\kite\kite-1882.jpg,kite,valid
Database\val\kite\kite-1883.jpg,kite,valid
Database\val\kite\kite-1884.jpg,kite,valid
Database\val\kite\kite-1885.jpg,kite,valid
Database\val\kite\kite-1886.jpg,kite,valid
Database\val\kite\kite-1887.jpg,kite,valid
Database\val\kite\kite-1888.jpg,kite,valid
Database\val\kite\kite-1889.jpg,kite,valid
Database\val\kite\kite-1890.jpg,kite,valid
Database\val\kite\kite-1891.jpg,kite,valid
Database\val\kite\kite-1892.jpg,kite,valid
Database\val\kite\kite-1893.jpg,kite,valid
Database\val\kite\kite-1894.jpg,kite,valid
Database\val\kite\kite-1895.jpg,kite,valid
Database\val\kite\kite-1896.jpg,kite,valid
Database\val\kite\kite-1897.jpg,kite,valid
Database\val\kite\kite-1898.jpg,kite,valid
Database\val\kite\kite-1899.jpg,kite,valid
Database\val\kite\kite-1900.jpg,kite,valid
Database\val\kite\kite-1901.jpg,kite,valid
Database\val\kite\kite-1902.jpg,kite,valid
Database\val\kite\kite-1903.jpg,kite,valid
Database\val\kite\kite-1904.jpg,kite,valid
Database\val\kite\kite-1905.jpg,kite,valid
Database\val\kite\kite-1906.jpg,kite,valid
Database\val\kite\kite-1907.jpg,kite,valid
Database\val\kite\kite-1908.jpg,kite,valid
Database\val\kite\kite-1909.jpg,kite,valid
Database\val\kite\kite-1910.jpg,kite,valid
Database\val\kite\kite-1911.jpg,kite,valid
Database\val\kite\kite-1912.jpg,kite,valid
Database\val\kite\kite-1913.jpg,kite,valid
Database\val\kite\kite-1914.jpg,kite,valid
Database\val\kite\kite-1915.jpg,kite,valid
Database\val\kite\kite-1916.jpg,kite,valid
Database\val\kite\kite-1917.jpg,kite,valid
Database\val\kite\kite-1918.jpg,kite,valid
Database\val\kite\kite-1919.jpg,kite,valid
Database\val\kite\kite-1920.jpg,kite,valid
Database\val\kite\kite-1921.jpg,kite,valid
Database\val\kite\kite-1922.jpg,kite,valid
Database\val\kite\kite-1923.jpg,kite,valid
Database\val\kite\kite-1924.jpg,kite,valid
Database\val\kite\kite-1925.jpg,kite,valid
Database\val\kite\kite-1926.jpg,kite,valid
Database\val\kite\kite-1927.jpg,kite,valid
Database\val\kite\kite-1928.jpg,kite,valid
Database\val\kite\kite-1929.jpg,kite,valid
Database\val\kite\kite-1930.jpg,kite,valid
Database\val\kite\kite-1931.jpg,kite,valid
Database\val\kite\kite-1932.jpg,kite,valid
Database\val\kite\kite-1933.jpg,kite,valid
Database\val\kite\kite-1934.jpg,kite,valid
Database\val\kite\kite-1935.jpg,kite,valid
Database\val\kite\kite-1936.jpg,kite,valid
Database\val\kite\kite-1937.jpg,kite,valid
Database\val\kite\kite-1938.jpg,kite,valid
Database\val\kite\kite-1939.jpg,kite,valid
Database\val\kite\kite-1940.jpg,kite,valid
Database\val\kite\kite-1941.jpg,kite,valid
Database\val\kite\kite-1942.jpg,kite,valid
Database\val\kite\kite-1943.jpg,kite,valid
Database\val\kite\kite-1944.jpg,kite,valid
Database\val\kite\kite-1945.jpg,kite,valid
Database\val\kite\kite-1946.jpg,kite,valid
Database\val\kite\kite-1947.jpg,kite,valid
Database\val\kite\kite-1948.jpg,kite,valid
Database\val\kite\kite-1949.jpg,kite,valid
Database\val\kite\kite-1950.jpg,kite,valid
Database\val\kite\kite-1951.jpg,kite,valid
Database\val\kite\kite-1952.jpg,kite,valid
Database\val\kite\kite-1953.jpg,kite,valid
Database\val\kite\kite-1954.jpg,kite,valid
Database\val\kite\kite-1955.jpg,kite,valid
Database\val\kite\kite-1956.jpg,kite,valid
Database\val\kite\kite-1957.jpg,kite,valid
Database\val\kite\kite-1958.jpg,kite,valid
Database\val\kite\kite-1959.jpg,kite,valid
Database\val\kite\kite-1960.jpg,kite,valid
Database\val\kite\kite-1961.jpg,kite,valid
Database\val\kite\kite-1962.jpg,kite,valid
Database\val\kite\kite-1963.jpg,kite,valid
Database\val\kite\kite-1964.jpg,kite,valid
Database\val\kite\kite-1965.jpg,kite,valid
Database\val\kite\kite-1966.jpg,kite,valid
